Name,Release Date,Number of Reviews,Summary,Plays,Playing,ratio_confiance,Score,Genre,Platform,Date
Resident Evil 4,2005-01-11,2300.0,"Resident Evil 4 is the sixth installment of the Resident Evil series praised as a revolution from the core games. It was the first title to implement a third-person view rather than the original fixed camera angles its predecessors had. Its mechanics have been completely revamped to incorporate fast-paced gunplay, quick controls and shoot-outs involving massive crowds of enemies in more open areas. The brand-new AI system and open environments allow enemies to work together to capture and corner Leon. Enemies are now humans, which allows them to climb up ladders, open doors, and use weapons throughout the game. Resident Evil 4 had one of the most tormented developments in any game, four proposed versions of the game were discarded by the developers before the finished product was released.",14K,360,1.0,8.8,Shooter,PS2,2005
Resident Evil 4,2005-01-11,2300.0,"Resident Evil 4 is the sixth installment of the Resident Evil series praised as a revolution from the core games. It was the first title to implement a third-person view rather than the original fixed camera angles its predecessors had. Its mechanics have been completely revamped to incorporate fast-paced gunplay, quick controls and shoot-outs involving massive crowds of enemies in more open areas. The brand-new AI system and open environments allow enemies to work together to capture and corner Leon. Enemies are now humans, which allows them to climb up ladders, open doors, and use weapons throughout the game. Resident Evil 4 had one of the most tormented developments in any game, four proposed versions of the game were discarded by the developers before the finished product was released.",14K,360,1.0,8.8,Shooter,GC,2005
Peggle,2007-02-27,185.0,"Take your best shot with energizing arcade fun! Aim, shoot, clear the orange pegs, then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness. Conquer 55 fanciful levels with 10 mystical Magic Powers, racking up bonus points and shots you'll smile about for weeks. Face off against your friends in Duel Mode, or tackle 75 extra-tricky challenges. It's luck and skill and joyous thrills, and amidst all this fevered action only one question remains: Can you become a Peggle Master?",2.5K,20,0.2146785982145369,1.7,Puzzle,IOS,2007
Demon's Souls,2020-11-12,880.0,"Entirely rebuilt from the ground up and masterfully enhanced, Demon's Souls is a remake of the 2009 release that introduces the horrors of a fog-laden, dark fantasy land to a whole new generation of gamers. Those who’ve faced its trials and tribulations before, can once again challenge the darkness in stunning visual quality with incredible performance. The remake features improved graphics and animations, sound and lighting tweaks and a reimagining of many of the visual, musical and mechanical aspects of the original game.",4.1K,403,1.0,8.4,"Adventure,RPG",PS3,2020
Demon's Souls,2009-02-05,1200.0,"A third-person action RPG with cooperative and competitive multiplayer elements in which the player enters the kingdom of Boletaria as it is being ravaged by a fog that spawns murderous demons. The player has to hunt down the arch demons situated in five disparate areas within the kingdom and partake in punishing combat to reach the Old One, the vengeful being that brought the fog to Boletaria.",5.5K,155,1.0,8.6,"Adventure,RPG",PS3,2009
Shin Megami Tensei: Persona,2009-10-22,416.0,"Persona is a philosophical game that takes place in a world close to our own. It is a departure from the typical swords and sorcery, and it delivers a tale of dreams, the purpose of life, and who we are as individuals. In Persona you have modern weapons like an Uzi and an AK-47. And instead of always fighting monsters, you are given the opportunity to talk your way through a confrontation. By talking things out, you can earn components of spells the more components you have, the more powerful your spells become.",2.5K,161,0.4827367397689047,2.6,RPG,PSP,2009
Resident Evil 5,2009-03-05,1000.0,"Resident Evil 5 is the seventh video game in the Resident Evil series. It features similar gameplay to Resident Evil 4 utilizing the same over the shoulder view, but this time the environment plays a significant role. The player is now dependent on his partner more than in older games. When the partner's health bar drop down to 0, he will enter the dying stage where the health bar will flash red and gradually lower as he stays like this. Resident Evil 5 also features new types of enemies called Majini and mostly are of African descent.",10K,176,1.0,7.1,"Adventure,Shooter",PC,2009
Resident Evil 5,2009-03-05,1000.0,"Resident Evil 5 is the seventh video game in the Resident Evil series. It features similar gameplay to Resident Evil 4 utilizing the same over the shoulder view, but this time the environment plays a significant role. The player is now dependent on his partner more than in older games. When the partner's health bar drop down to 0, he will enter the dying stage where the health bar will flash red and gradually lower as he stays like this. Resident Evil 5 also features new types of enemies called Majini and mostly are of African descent.",10K,176,1.0,7.1,"Adventure,Shooter",PS3,2009
Resident Evil 5,2009-03-05,1000.0,"Resident Evil 5 is the seventh video game in the Resident Evil series. It features similar gameplay to Resident Evil 4 utilizing the same over the shoulder view, but this time the environment plays a significant role. The player is now dependent on his partner more than in older games. When the partner's health bar drop down to 0, he will enter the dying stage where the health bar will flash red and gradually lower as he stays like this. Resident Evil 5 also features new types of enemies called Majini and mostly are of African descent.",10K,176,1.0,7.1,"Adventure,Shooter",X360,2009
Scribblenauts,2009-09-15,151.0,"What Will You Write?


              Help Maxwell reach the Starlite by solving each challenge. Write any object you can think of and watch it come to life. Try another word and watch an entirely different solution unfold. With your stylus and imagination, the possibilities are endless!",3.2K,3,0.1752241531372707,1.3,Puzzle,DS,2009
Batman: Arkham Asylum,2009-08-25,1400.0,"Using a great variety of gadgets you must make your way around the island, and the asylums halls to find and stop the joker. The game uses a 3-button combat system, but with a great number of gadget abilites which Batman can unlock. This makes for a very cinematic combat experience when fighting the Joker's goons.",17K,232,1.0,8.4,"Adventure,Brawler",PC,2009
Batman: Arkham Asylum,2009-08-25,1400.0,"Using a great variety of gadgets you must make your way around the island, and the asylums halls to find and stop the joker. The game uses a 3-button combat system, but with a great number of gadget abilites which Batman can unlock. This makes for a very cinematic combat experience when fighting the Joker's goons.",17K,232,1.0,8.4,"Adventure,Brawler",PS3,2009
Batman: Arkham Asylum,2009-08-25,1400.0,"Using a great variety of gadgets you must make your way around the island, and the asylums halls to find and stop the joker. The game uses a 3-button combat system, but with a great number of gadget abilites which Batman can unlock. This makes for a very cinematic combat experience when fighting the Joker's goons.",17K,232,1.0,8.4,"Adventure,Brawler",X360,2009
Guitar Hero 5,2009-09-01,63.0,"Guitar Hero 5 (initially referred to as Guitar Hero V) is a music rhythm game and the fifth main entry in the Guitar Hero series. The game was developed by Neversoft and published by Activision, and released internationally in September 2009 for the Xbox 360, PlayStation 2, 3 and Wii consoles. Similar to the preceding title, Guitar Hero World Tour, Guitar Hero 5 is geared towards playing in a four-person band experience, including lead and bass guitar, drums, and vocals. The game is available as a standalone title, allowing players to use existing compatible instrument controllers, and as a bundle that provides these controllers. Guitar Hero 5 adds several new features, such as drop-in/drop-out play, bands composed of any combination of available instruments, a Rockfest competitive mode consisting of several various scoring mechanisms, and both song-specific and general Challenges to unlock new avatars, clothing, and other extras in the game. Many of these changes were added to make the game a more social experience, allowing players across a range of skill levels to be able to play cooperatively and competitively against each other both locally and online.


              Guitar Hero 5's track list contains 85 songs by 83 separate artists, and like previous Guitar Hero games, several musicians with works in the game have been modeled through motion capture for playable characters in the game, including Johnny Cash, Carlos Santana, Shirley Manson, Matthew Bellamy, and Kurt Cobain. Players can also create their own character and instrument to play with. The game continues to support the user-created music studio introduced in World Tour through GHTunes, and additional downloadable content for the game was also made available. A majority of existing downloadable tracks from World Tour are forward-compatible with Guitar Hero 5, along with selected on-disc tracks from World Tour and Guitar Hero Smash Hits, and songs from the game could also be exported for a fee to play in its sequel, Guitar Hero: Warriors of Rock, and spin-off game Band Hero.


              The game was well received by reviewers, who appreciated the improvements in the accessibility of the game, allowing players to immediately jump in and play without spending excessive time in the game's menus. The game also sold well, however, it sold about less than 50 percent of Guitar Hero: World Tour's sales, specifically selling 1.2 million copies across all platforms. Improvements to both the Career and competitive multiplayer modes were also highlights of the game. However, the game's track list was considered to be too broad, and controversy arose over the ability to use the avatar of Kurt Cobain to perform in any other song within the game.",1.1K,0,0.0731067658784639,0.5,Music,PS3,2009
